authors	deposited_during_datathon	Run	BioSample	BioProject	collection_year	geo_loc_name_country	lat_lon	latitude	longitude	env_broad_scale	env_local_scale	env_medium_original	host_common_name	host_latin_name	animal_gut	dna_extraction_method	dna_extraction_amount	library_selection	platform	sequencing_platform	instrument	library_layout	datastore_filetype	doi_publication
Figuerola_Erijman_Wall	no	SRR1119087	SAMN02582556	PRJNA234366	2011	Argentina	"-33.05514,-62.46756"	-33.05514	-62.46756	Mineral	Soil	Agricultural soil. Last 5 years rotations: Maize; Soybean; Soybean; Soybean; Wheat/Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119090	SAMN02582559	PRJNA234366	2011	Argentina	"-33.05547,-62.46764"	-33.05547	-62.46764	Mineral	Soil	Agricultural soil. Last 5 years rotations: Maize; Soybean; Soybean; Soybean; Wheat/Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119093	SAMN02582562	PRJNA234366	2011	Argentina	"-33.05594,-62.46778"	-33.05594	-62.46778	Mineral	Soil	Agricultural soil. Last 5 years rotations: Maize; Soybean; Soybean; Soybean; Wheat/Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119060	SAMN02582529	PRJNA234366	2011	Argentina	"-33.94278,-60.56664"	-33.94278	-60.56664	Mineral	Soil	Agricultural soil. Last 5 years rotations: Maize; Soybean; Wheat/ Soybean; Maize; Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119063	SAMN02582532	PRJNA234366	2011	Argentina	"-33.94319,-60.56656"	-33.94319	-60.56656	Mineral	Soil	Agricultural soil. Last 5 years rotations: Maize; Soybean; Wheat/ Soybean; Maize; Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119066	SAMN02582535	PRJNA234366	2011	Argentina	"-33.9435,-60.56603"	-33.9435	-60.56603	Mineral	Soil	Agricultural soil. Last 5 years rotations: Maize; Soybean; Wheat/ Soybean; Maize; Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119040	SAMN02582509	PRJNA234366	2010	Argentina	"-33.02606,-63.62933"	-33.02606	-63.62933	Mineral	Soil	Agricultural soil. Last 5 years rotations: Maize; Wheat/Soybean; Vicia/Maize; Wheat/ Soybean; Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119041	SAMN02582510	PRJNA234366	2010	Argentina	"-33.02606,-63.62933"	-33.02606	-63.62933	Mineral	Soil	Agricultural soil. Last 5 years rotations: Maize; Wheat/Soybean; Vicia/Maize; Wheat/ Soybean; Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119043	SAMN02582512	PRJNA234366	2010	Argentina	"-33.02583,-63.63036"	-33.02583	-63.63036	Mineral	Soil	Agricultural soil. Last 5 years rotations: Maize; Wheat/Soybean; Vicia/Maize; Wheat/ Soybean; Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119044	SAMN02582513	PRJNA234366	2010	Argentina	"-33.02583,-63.63036"	-33.02583	-63.63036	Mineral	Soil	Agricultural soil. Last 5 years rotations: Maize; Wheat/Soybean; Vicia/Maize; Wheat/ Soybean; Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119046	SAMN02582515	PRJNA234366	2010	Argentina	"-33.02569,-63.63167"	-33.02569	-63.63167	Mineral	Soil	Agricultural soil. Last 5 years rotations: Maize; Wheat/Soybean; Vicia/Maize; Wheat/ Soybean; Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119047	SAMN02582516	PRJNA234366	2010	Argentina	"-33.02569,-63.63167"	-33.02569	-63.63167	Mineral	Soil	Agricultural soil. Last 5 years rotations: Maize; Wheat/Soybean; Vicia/Maize; Wheat/ Soybean; Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119049	SAMN02582518	PRJNA234366	2010	Argentina	"-32.97047,-62.45136"	-32.97047	-62.45136	Mineral	Soil	Agricultural soil. Last 5 years rotations: Maize;Wheat / Soybean; Vicia / Maize; Maize; Wheat / Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119052	SAMN02582521	PRJNA234366	2010	Argentina	"-32.97067,-62.45194"	-32.97067	-62.45194	Mineral	Soil	Agricultural soil. Last 5 years rotations: Maize;Wheat / Soybean; Vicia / Maize; Maize; Wheat / Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119055	SAMN02582524	PRJNA234366	2010	Argentina	"-32.97114,-62.45275"	-32.97114	-62.45275	Mineral	Soil	Agricultural soil. Last 5 years rotations: Maize;Wheat / Soybean; Vicia / Maize; Maize; Wheat / Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119067	SAMN02582536	PRJNA234366	2010	Argentina	"-31.87639,-59.68814"	-31.87639	-59.68814	Mineral	Soil	Agricultural soil. Last 5 years rotations: Ryegrass+Melilotus/Maize; Soybean; Wheat/ Soybean; Maize; Soybean;	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119068	SAMN02582537	PRJNA234366	2010	Argentina	"-31.87639,-59.68814"	-31.87639	-59.68814	Mineral	Soil	Agricultural soil. Last 5 years rotations: Ryegrass+Melilotus/Maize; Soybean; Wheat/ Soybean; Maize; Soybean;	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119070	SAMN02582539	PRJNA234366	2010	Argentina	"-31.87569,-59.68667"	-31.87569	-59.68667	Mineral	Soil	Agricultural soil. Last 5 years rotations: Ryegrass+Melilotus/Maize; Soybean; Wheat/ Soybean; Maize; Soybean;	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119071	SAMN02582540	PRJNA234366	2010	Argentina	"-31.87569,-59.68667"	-31.87569	-59.68667	Mineral	Soil	Agricultural soil. Last 5 years rotations: Ryegrass+Melilotus/Maize; Soybean; Wheat/ Soybean; Maize; Soybean;	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119073	SAMN02582542	PRJNA234366	2010	Argentina	"-31.875,-59.66856"	-31.875	-59.66856	Mineral	Soil	Agricultural soil. Last 5 years rotations: Ryegrass+Melilotus/Maize; Soybean; Wheat/ Soybean; Maize; Soybean;	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119074	SAMN02582543	PRJNA234366	2010	Argentina	"-31.875,-59.66856"	-31.875	-59.66856	Mineral	Soil	Agricultural soil. Last 5 years rotations: Ryegrass+Melilotus/Maize; Soybean; Wheat/ Soybean; Maize; Soybean;	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119094	SAMN02582563	PRJNA234366	2010	Argentina	"-33.96161,-60.46906"	-33.96161	-60.46906	Mineral	Soil	Agricultural soil. Last 5 years rotations: Soybean; Soybean; Soybean; Soybean; Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119095	SAMN02582564	PRJNA234366	2010	Argentina	"-33.96161,-60.46906"	-33.96161	-60.46906	Mineral	Soil	Agricultural soil. Last 5 years rotations: Soybean; Soybean; Soybean; Soybean; Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119096	SAMN02582565	PRJNA234366	2011	Argentina	"-33.96161,-60.46906"	-33.96161	-60.46906	Mineral	Soil	Agricultural soil. Last 5 years rotations: Soybean; Soybean; Soybean; Soybean; Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119097	SAMN02582566	PRJNA234366	2010	Argentina	"-33.96111,-60.46919"	-33.96111	-60.46919	Mineral	Soil	Agricultural soil. Last 5 years rotations: Soybean; Soybean; Soybean; Soybean; Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119098	SAMN02582567	PRJNA234366	2010	Argentina	"-33.96111,-60.46919"	-33.96111	-60.46919	Mineral	Soil	Agricultural soil. Last 5 years rotations: Soybean; Soybean; Soybean; Soybean; Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119099	SAMN02582568	PRJNA234366	2011	Argentina	"-33.96111,-60.46919"	-33.96111	-60.46919	Mineral	Soil	Agricultural soil. Last 5 years rotations: Soybean; Soybean; Soybean; Soybean; Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119100	SAMN02582569	PRJNA234366	2010	Argentina	"-33.96069,-60.48581"	-33.96069	-60.48581	Mineral	Soil	Agricultural soil. Last 5 years rotations: Soybean; Soybean; Soybean; Soybean; Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119101	SAMN02582570	PRJNA234366	2010	Argentina	"-33.96069,-60.48581"	-33.96069	-60.48581	Mineral	Soil	Agricultural soil. Last 5 years rotations: Soybean; Soybean; Soybean; Soybean; Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119102	SAMN02582571	PRJNA234366	2011	Argentina	"-33.96069,-60.48581"	-33.96069	-60.48581	Mineral	Soil	Agricultural soil. Last 5 years rotations: Soybean; Soybean; Soybean; Soybean; Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119069	SAMN02582538	PRJNA234366	2011	Argentina	"-31.87639,-59.68814"	-31.87639	-59.68814	Mineral	Soil	Agricultural soil. Last 5 years rotations: Soybean; Wheat/ Soybean; Maize; Soybean; Maize	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119072	SAMN02582541	PRJNA234366	2011	Argentina	"-31.87569,-59.68667"	-31.87569	-59.68667	Mineral	Soil	Agricultural soil. Last 5 years rotations: Soybean; Wheat/ Soybean; Maize; Soybean; Maize	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119075	SAMN02582544	PRJNA234366	2011	Argentina	"-31.875,-59.66856"	-31.875	-59.66856	Mineral	Soil	Agricultural soil. Last 5 years rotations: Soybean; Wheat/ Soybean; Maize; Soybean; Maize	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119103	SAMN02582572	PRJNA234366	2010	Argentina	"-31.86842,-59.66919"	-31.86842	-59.66919	Mineral	Soil	Agricultural soil. Last 5 years rotations: Soybean; Wheat/ Soybean; Maize; Soybean; Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119106	SAMN02582575	PRJNA234366	2010	Argentina	"-31.86919,-59.66831"	-31.86919	-59.66831	Mineral	Soil	Agricultural soil. Last 5 years rotations: Soybean; Wheat/ Soybean; Maize; Soybean; Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119109	SAMN02582578	PRJNA234366	2010	Argentina	"-31.86972,-59.668"	-31.86972	-59.668	Mineral	Soil	Agricultural soil. Last 5 years rotations: Soybean; Wheat/ Soybean; Maize; Soybean; Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119104	SAMN02582573	PRJNA234366	2010	Argentina	"-31.86842,-59.66919"	-31.86842	-59.66919	Mineral	Soil	Agricultural soil. Last 5 years rotations: Soybean; Wheat/ Soybean; Maize; Soybean; Soybean; Wheat	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119107	SAMN02582576	PRJNA234366	2010	Argentina	"-31.86919,-59.66831"	-31.86919	-59.66831	Mineral	Soil	Agricultural soil. Last 5 years rotations: Soybean; Wheat/ Soybean; Maize; Soybean; Soybean; Wheat	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119110	SAMN02582579	PRJNA234366	2010	Argentina	"-31.86972,-59.668"	-31.86972	-59.668	Mineral	Soil	Agricultural soil. Last 5 years rotations: Soybean; Wheat/ Soybean; Maize; Soybean; Soybean; Wheat	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119105	SAMN02582574	PRJNA234366	2011	Argentina	"-31.86842,-59.66919"	-31.86842	-59.66919	Mineral	Soil	Agricultural soil. Last 5 years rotations: Soybean; Wheat/ Soybean; Maize; Soybean; Soybean; Wheat/Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119108	SAMN02582577	PRJNA234366	2011	Argentina	"-31.86919,-59.66831"	-31.86919	-59.66831	Mineral	Soil	Agricultural soil. Last 5 years rotations: Soybean; Wheat/ Soybean; Maize; Soybean; Soybean; Wheat/Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119111	SAMN02582580	PRJNA234366	2011	Argentina	"-31.86972,-59.668"	-31.86972	-59.668	Mineral	Soil	Agricultural soil. Last 5 years rotations: Soybean; Wheat/ Soybean; Maize; Soybean; Soybean; Wheat/Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119078	SAMN02582547	PRJNA234366	2011	Argentina	"-33.03217,-63.63456"	-33.03217	-63.63456	Mineral	Soil	Agricultural soil. Last 5 years rotations: Soybean; Wheat/ Soybean; Soybean; Maize; Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119081	SAMN02582550	PRJNA234366	2011	Argentina	"-33.03319,-63.63456"	-33.03319	-63.63456	Mineral	Soil	Agricultural soil. Last 5 years rotations: Soybean; Wheat/ Soybean; Soybean; Maize; Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119084	SAMN02582553	PRJNA234366	2011	Argentina	"-33.03439,-63.63483"	-33.03439	-63.63483	Mineral	Soil	Agricultural soil. Last 5 years rotations: Soybean; Wheat/ Soybean; Soybean; Maize; Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119085	SAMN02582554	PRJNA234366	2010	Argentina	"-33.05514,-62.46756"	-33.05514	-62.46756	Mineral	Soil	Agricultural soil. Last 5 years rotations: Wheat / Soybean; Maize; Soybean; Soybean; Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119088	SAMN02582557	PRJNA234366	2010	Argentina	"-33.05547,-62.46764"	-33.05547	-62.46764	Mineral	Soil	Agricultural soil. Last 5 years rotations: Wheat / Soybean; Maize; Soybean; Soybean; Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119091	SAMN02582560	PRJNA234366	2010	Argentina	"-33.05594,-62.46778"	-33.05594	-62.46778	Mineral	Soil	Agricultural soil. Last 5 years rotations: Wheat / Soybean; Maize; Soybean; Soybean; Soybean	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119086	SAMN02582555	PRJNA234366	2010	Argentina	"-33.05514,-62.46756"	-33.05514	-62.46756	Mineral	Soil	Agricultural soil. Last 5 years rotations: Wheat / Soybean; Maize; Soybean; Soybean; Soybean; Wheat	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119089	SAMN02582558	PRJNA234366	2010	Argentina	"-33.05547,-62.46764"	-33.05547	-62.46764	Mineral	Soil	Agricultural soil. Last 5 years rotations: Wheat / Soybean; Maize; Soybean; Soybean; Soybean; Wheat	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119092	SAMN02582561	PRJNA234366	2010	Argentina	"-33.05594,-62.46778"	-33.05594	-62.46778	Mineral	Soil	Agricultural soil. Last 5 years rotations: Wheat / Soybean; Maize; Soybean; Soybean; Soybean; Wheat	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119050	SAMN02582519	PRJNA234366	2010	Argentina	"-32.97047,-62.45136"	-32.97047	-62.45136	Mineral	Soil	Agricultural soil. Last 5 years rotations: Wheat / Soybean; Vicia / Maize; Maize; Wheat / Soybean;Vicia	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119053	SAMN02582522	PRJNA234366	2010	Argentina	"-32.97067,-62.45194"	-32.97067	-62.45194	Mineral	Soil	Agricultural soil. Last 5 years rotations: Wheat / Soybean; Vicia / Maize; Maize; Wheat / Soybean;Vicia	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119056	SAMN02582525	PRJNA234366	2010	Argentina	"-32.97114,-62.45275"	-32.97114	-62.45275	Mineral	Soil	Agricultural soil. Last 5 years rotations: Wheat / Soybean; Vicia / Maize; Maize; Wheat / Soybean;Vicia	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119051	SAMN02582520	PRJNA234366	2011	Argentina	"-32.97047,-62.45136"	-32.97047	-62.45136	Mineral	Soil	Agricultural soil. Last 5 years rotations: Wheat / Soybean; Vicia / Maize; Maize; Wheat / Soybean;Vicia/Maize	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119054	SAMN02582523	PRJNA234366	2011	Argentina	"-32.97067,-62.45194"	-32.97067	-62.45194	Mineral	Soil	Agricultural soil. Last 5 years rotations: Wheat / Soybean; Vicia / Maize; Maize; Wheat / Soybean;Vicia/Maize	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119057	SAMN02582526	PRJNA234366	2011	Argentina	"-32.97114,-62.45275"	-32.97114	-62.45275	Mineral	Soil	Agricultural soil. Last 5 years rotations: Wheat / Soybean; Vicia / Maize; Maize; Wheat / Soybean;Vicia/Maize	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119058	SAMN02582527	PRJNA234366	2010	Argentina	"-33.94278,-60.56664"	-33.94278	-60.56664	Mineral	Soil	Agricultural soil. Last 5 years rotations: Wheat/ Soybean; Maize; Soybean; Wheat/ Soybean; Maize	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119059	SAMN02582528	PRJNA234366	2010	Argentina	"-33.94278,-60.56664"	-33.94278	-60.56664	Mineral	Soil	Agricultural soil. Last 5 years rotations: Wheat/ Soybean; Maize; Soybean; Wheat/ Soybean; Maize	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119061	SAMN02582530	PRJNA234366	2010	Argentina	"-33.94319,-60.56656"	-33.94319	-60.56656	Mineral	Soil	Agricultural soil. Last 5 years rotations: Wheat/ Soybean; Maize; Soybean; Wheat/ Soybean; Maize	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
Figuerola_Erijman_Wall	no	SRR1119062	SAMN02582531	PRJNA234366	2010	Argentina	"-33.94319,-60.56656"	-33.94319	-60.56656	Mineral	Soil	Agricultural soil. Last 5 years rotations: Wheat/ Soybean; Maize; Soybean; Wheat/ Soybean; Maize	NA	NA	No	FastDNA SPIN kit for soil	0.5 g	PCR	_LS454	454 pyrosequencing	454 GS FLX Titanium	Paired	Fastq	 https://doi.org/10.1111/1462-2920.12497
